MFCCs_10,MFCCs_17,Species
0.162033492,-0.029470265,HylaMinuta
0.478224465,-0.143289545,HylaMinuta
0.286689796,-0.103592719,HylaMinuta
0.351993181,-0.115209937,HylaMinuta
0.321677729,-0.10895459,HylaMinuta
0.231564418,0.001252035,HylaMinuta
0.381646616,-0.175891048,HylaMinuta
0.345678279,-0.078339756,HylaMinuta
0.35209472,-0.137324075,HylaMinuta
0.364509686,-0.149597079,HylaMinuta
0.365262944,-0.131032564,HylaMinuta
0.33197636,-0.16183562,HylaMinuta
0.351940799,-0.133305799,HylaMinuta
0.349293582,-0.105991396,HylaMinuta
0.126403516,-0.005686317,HylaMinuta
0.369988921,-0.148632788,HylaMinuta
0.33640566,-0.161131283,HylaMinuta
0.352619067,-0.165509515,HylaMinuta
0.194085613,-0.020758857,HylaMinuta
0.476307506,-0.183778659,HylaMinuta
-0.103745253,0.16089178,HylaMinuta
-0.113066038,0.153872811,HylaMinuta
-0.087387737,0.194078571,HylaMinuta
-0.096374242,0.198395439,HylaMinuta
-0.084170708,0.125013408,HylaMinuta
0.10127222,-0.018745855,HylaMinuta
-0.133970033,0.046386142,HylaMinuta
0.147619992,0.047878538,HylaMinuta
-0.047492697,0.116821107,HylaMinuta
0.179644978,-0.159301308,HylaMinuta
0.342774697,-0.184224744,HylaMinuta
0.338769294,-0.144109819,HylaMinuta
0.392807226,-0.248107012,HylaMinuta
0.297642742,-0.233622177,HylaMinuta
0.361095046,-0.169697421,HylaMinuta
0.409454443,-0.132861882,HylaMinuta
0.255578859,-0.150498965,HylaMinuta
0.169023124,-0.151539885,HylaMinuta
0.322805179,-0.130231441,HylaMinuta
0.287702147,-0.260796438,HylaMinuta
0.296820554,-0.255422358,HylaMinuta
0.194801481,-0.157842442,HylaMinuta
0.282558196,-0.170642206,HylaMinuta
0.309230117,-0.125171422,HylaMinuta
0.28809551,-0.232517175,HylaMinuta
0.384409439,-0.216392532,HylaMinuta
0.166740702,-0.172575301,HylaMinuta
0.331563503,-0.144565875,HylaMinuta
0.261742742,-0.214450459,HylaMinuta
0.287675537,-0.273568579,HylaMinuta
0.175596362,-0.147476726,HylaMinuta
0.161577504,-0.147579733,HylaMinuta
0.367640246,-0.096004775,HylaMinuta
0.188984642,-0.143950658,HylaMinuta
0.346231902,-0.19990327,HylaMinuta
0.260898456,-0.227691401,HylaMinuta
0.397193679,-0.261549311,HylaMinuta
0.260288134,-0.227272528,HylaMinuta
0.182167612,-0.174559833,HylaMinuta
0.374733511,-0.212517356,HylaMinuta
0.311319327,-0.216799108,HylaMinuta
0.28645674,-0.089316148,HylaMinuta
0.239434761,-0.093519404,HylaMinuta
0.189768818,-0.11340172,HylaMinuta
0.328110057,-0.130233473,HylaMinuta
0.299576216,-0.118827493,HylaMinuta
0.258390155,-0.118689269,HylaMinuta
0.240162927,-0.108053682,HylaMinuta
0.298206368,-0.134542798,HylaMinuta
0.257910222,-0.076105648,HylaMinuta
0.237955057,-0.103566753,HylaMinuta
0.316341572,-0.315432054,HylaMinuta
0.2568182,-0.106129889,HylaMinuta
0.322751208,-0.162335353,HylaMinuta
0.323788994,-0.108059026,HylaMinuta
0.261673835,-0.091907433,HylaMinuta
0.302989033,-0.062628939,HylaMinuta
0.26689215,-0.203046304,HylaMinuta
0.300466787,-0.175212774,HylaMinuta
0.271443327,-0.268151145,HylaMinuta
0.274197058,-0.051323538,HylaMinuta
0.285969365,-0.082866929,HylaMinuta
0.233431466,-0.140481049,HylaMinuta
0.23515041,-0.093416647,HylaMinuta
0.340405907,-0.20592878,HylaMinuta
0.324576966,-0.177542695,HylaMinuta
0.269490689,-0.111081673,HylaMinuta
0.351410067,-0.12202663,HylaMinuta
0.322274666,-0.138765057,HylaMinuta
0.317717632,-0.131303403,HylaMinuta
0.267396539,-0.083584476,HylaMinuta
0.300712158,-0.058849681,HylaMinuta
0.307371069,-0.085490894,HylaMinuta
0.389357405,-0.138122438,HylaMinuta
0.330844302,-0.198426868,HylaMinuta
0.263426095,-0.227090059,HylaMinuta
0.193067169,-0.208417939,HylaMinuta
0.279947858,-0.233334167,HylaMinuta
0.25243175,-0.182702158,HylaMinuta
0.29184286,-0.23876196,HylaMinuta
-0.341202158,-0.11279924,HypsiboasCinerascens
-0.32004898,-0.140854211,HypsiboasCinerascens
-0.189727703,-0.170076642,HypsiboasCinerascens
-0.329044065,-0.1275396,HypsiboasCinerascens
-0.296100983,-0.067357739,HypsiboasCinerascens
-0.288241435,-0.214816003,HypsiboasCinerascens
-0.274327249,-0.073055347,HypsiboasCinerascens
-0.340060973,-0.143273767,HypsiboasCinerascens
-0.261834103,-0.153912371,HypsiboasCinerascens
0.375095563,0.128514628,HypsiboasCinerascens
-0.204117487,-0.158176433,HypsiboasCinerascens
-0.193008531,-0.167696252,HypsiboasCinerascens
0.319145923,0.163487472,HypsiboasCinerascens
-0.267944647,-0.155675205,HypsiboasCinerascens
0.445282849,-0.007437888,HypsiboasCinerascens
-0.271645086,-0.161173582,HypsiboasCinerascens
-0.33206935,-0.101920523,HypsiboasCinerascens
-0.284745391,-0.120698241,HypsiboasCinerascens
-0.264601191,-0.076085564,HypsiboasCinerascens
-0.231162693,-0.135295785,HypsiboasCinerascens
-0.140583284,-0.145790209,HypsiboasCinerascens
-0.360382757,-0.188655333,HypsiboasCinerascens
-0.224135717,-0.119500886,HypsiboasCinerascens
-0.278669417,-0.08678479,HypsiboasCinerascens
0.407117827,0.129790754,HypsiboasCinerascens
-0.222136571,-0.099513938,HypsiboasCinerascens
-0.211648721,-0.149854325,HypsiboasCinerascens
-0.29941761,-0.098377664,HypsiboasCinerascens
-0.259184123,-0.200457208,HypsiboasCinerascens
-0.272044111,-0.128885895,HypsiboasCinerascens
-0.348734325,-0.126668793,HypsiboasCinerascens
-0.39139441,-0.09371875,HypsiboasCinerascens
-0.312901208,-0.089547307,HypsiboasCinerascens
-0.293622208,-0.182857638,HypsiboasCinerascens
-0.326758534,-0.14158677,HypsiboasCinerascens
-0.332040892,-0.135093909,HypsiboasCinerascens
-0.276309285,-0.044324477,HypsiboasCinerascens
-0.313015335,-0.098504843,HypsiboasCinerascens
-0.191349207,-0.071991237,HypsiboasCinerascens
-0.331652243,-0.044553306,HypsiboasCinerascens
-0.348949535,-0.217082056,HypsiboasCinerascens
-0.247908156,-0.15607486,HypsiboasCinerascens
-0.182498217,-0.048886585,HypsiboasCinerascens
-0.421887259,-0.094335079,HypsiboasCinerascens
-0.212926564,-0.068187017,HypsiboasCinerascens
0.320794323,0.263108837,HypsiboasCinerascens
-0.212651255,-0.094283959,HypsiboasCinerascens
-0.324925385,-0.074273699,HypsiboasCinerascens
-0.250450854,-0.11346514,HypsiboasCinerascens
-0.291989877,-0.160278982,HypsiboasCinerascens
0.205389063,0.101137968,HypsiboasCinerascens
-0.280185947,-0.171565225,HypsiboasCinerascens
-0.304223826,-0.119617301,HypsiboasCinerascens
0.356409469,0.156312322,HypsiboasCinerascens
-0.280719186,-0.1786867,HypsiboasCinerascens
-0.272409867,-0.214274616,HypsiboasCinerascens
0.166872223,0.161132269,HypsiboasCinerascens
-0.231058394,-0.250942566,HypsiboasCinerascens
-0.340023063,-0.201266101,HypsiboasCinerascens
0.159678622,0.136400858,HypsiboasCinerascens
-0.23210627,-0.16759825,HypsiboasCinerascens
-0.246942033,-0.0868464,HypsiboasCinerascens
-0.20490128,-0.051994165,HypsiboasCinerascens
-0.135961418,-0.052671471,HypsiboasCinerascens
-0.306375154,-0.120813472,HypsiboasCinerascens
-0.279981456,-0.189294794,HypsiboasCinerascens
-0.329034408,-0.181177061,HypsiboasCinerascens
0.312873353,0.155927282,HypsiboasCinerascens
-0.189843403,-0.131856732,HypsiboasCinerascens
-0.10971865,-0.102065347,HypsiboasCinerascens
-0.254427169,-0.11608945,HypsiboasCinerascens
-0.162439478,5.41E-05,HypsiboasCinerascens
-0.211273195,-0.097389725,HypsiboasCinerascens
-0.167404686,-0.105269533,HypsiboasCinerascens
0.168975411,0.19225283,HypsiboasCinerascens
-0.224299743,-0.112214571,HypsiboasCinerascens
-0.261209717,-0.168024343,HypsiboasCinerascens
-0.073709401,0.034331842,HypsiboasCinerascens
-0.255734992,-0.134309895,HypsiboasCinerascens
-0.239319127,-0.118210625,HypsiboasCinerascens
0.522767663,0.207772099,HypsiboasCinerascens
-0.276759678,-0.190193756,HypsiboasCinerascens
-0.262000666,-0.058058211,HypsiboasCinerascens
-0.298609727,-0.242990533,HypsiboasCinerascens
-0.189906972,-0.067378446,HypsiboasCinerascens
-0.388600515,-0.201088425,HypsiboasCinerascens
-0.21891113,-0.14601563,HypsiboasCinerascens
-0.296564167,-0.165462177,HypsiboasCinerascens
-0.324609593,-0.114412151,HypsiboasCinerascens
-0.272248381,-0.149115815,HypsiboasCinerascens
-0.384499825,-0.088573368,HypsiboasCinerascens
-0.251851435,-0.173365346,HypsiboasCinerascens
-0.180503314,-0.154040708,HypsiboasCinerascens
-0.26469825,-0.128118818,HypsiboasCinerascens
-0.303786157,-0.084669644,HypsiboasCinerascens
-0.196995042,-0.07147572,HypsiboasCinerascens
-0.468668681,-0.192400464,HypsiboasCinerascens
-0.265757556,-0.109493269,HypsiboasCinerascens
-0.394311933,-0.181901022,HypsiboasCinerascens
-0.294939883,-0.087844853,HypsiboasCinerascens
-0.162675857,-0.026677113,HypsiboasCinerascens
-0.334908917,-0.06732433,HypsiboasCinerascens
-0.156193196,-0.060399694,HypsiboasCinerascens
-0.175616161,-0.065156618,HypsiboasCinerascens
-0.37271557,-0.063716873,HypsiboasCinerascens
0.114216981,0.092593338,HypsiboasCinerascens
-0.424524468,-0.157942586,HypsiboasCinerascens
-0.32839613,-0.157957723,HypsiboasCinerascens
-0.297793023,-0.0467707,HypsiboasCinerascens
-0.40294124,-0.125433871,HypsiboasCinerascens
-0.317931188,-0.145266857,HypsiboasCinerascens
-0.243498177,-0.074955747,HypsiboasCinerascens
-0.258080079,-0.183257516,HypsiboasCinerascens
-0.184574217,-0.068972737,HypsiboasCinerascens
-0.407467315,-0.088644071,HypsiboasCinerascens
-0.298506491,-0.077668291,HypsiboasCinerascens
-0.187482184,-0.148346524,HypsiboasCinerascens
-0.329280291,-0.225170251,HypsiboasCinerascens
-0.255237626,-0.079021074,HypsiboasCinerascens
-0.314696362,-0.11702212,HypsiboasCinerascens
-0.22549529,-0.081804357,HypsiboasCinerascens
-0.226846582,-0.141657642,HypsiboasCinerascens
-0.312910829,-0.127117859,HypsiboasCinerascens
-0.36951709,-0.208415929,HypsiboasCinerascens
-0.262657871,-0.16091202,HypsiboasCinerascens
-0.327578443,-0.028999373,HypsiboasCinerascens
-0.291791128,-0.135120208,HypsiboasCinerascens
-0.49736038,-0.13365183,HypsiboasCinerascens
-0.249181006,-0.117545983,HypsiboasCinerascens
-0.248586668,-0.110114451,HypsiboasCinerascens
0.207749416,0.109199085,HypsiboasCinerascens
-0.304515483,-0.187970709,HypsiboasCinerascens
-0.232469354,-0.211506721,HypsiboasCinerascens
-0.125060263,-0.022518387,HypsiboasCinerascens
-0.287275494,-0.189651104,HypsiboasCinerascens
-0.285854599,-0.160538237,HypsiboasCinerascens
-0.373095932,-0.162526601,HypsiboasCinerascens
-0.326719234,-0.006684249,HypsiboasCinerascens
-0.296982068,-0.08976575,HypsiboasCinerascens
-0.276008321,-0.068870971,HypsiboasCinerascens
-0.400574258,-0.170667846,HypsiboasCinerascens
-0.231191391,-0.011772228,HypsiboasCinerascens
-0.353399118,-0.197367007,HypsiboasCinerascens
-0.298531333,-0.122050021,HypsiboasCinerascens
-0.12737128,-0.109483106,HypsiboasCinerascens
-0.245025886,-0.175723521,HypsiboasCinerascens
-0.280887048,-0.178333514,HypsiboasCinerascens
0.1448887,0.085474212,HypsiboasCinerascens
-0.324013516,-0.103810158,HypsiboasCinerascens
-0.259374483,-0.179701631,HypsiboasCinerascens
0.266176599,0.07908624,HypsiboasCinerascens
-0.206381947,-0.122828274,HypsiboasCinerascens
-0.198047217,-0.024198305,HypsiboasCinerascens
-0.327163119,-0.111964336,HypsiboasCinerascens
-0.315471774,-0.22641334,HypsiboasCinerascens
-0.368882986,-0.090800771,HypsiboasCinerascens
-0.233840517,-0.199065628,HypsiboasCinerascens
-0.215312824,-0.060230825,HypsiboasCinerascens
-0.253198464,-0.088475364,HypsiboasCinerascens
-0.241133476,-0.160621836,HypsiboasCinerascens
-0.341205647,-0.118965308,HypsiboasCinerascens
-0.225708074,-0.117387203,HypsiboasCinerascens
-0.242145902,-0.117376625,HypsiboasCinerascens
0.081126308,-0.000798651,HypsiboasCinerascens
0.248823472,-0.033000183,HypsiboasCinerascens
-0.233340558,-0.10918931,HypsiboasCinerascens
-0.222484116,-0.117639969,HypsiboasCinerascens
-0.252615007,-0.071299675,HypsiboasCinerascens
-0.280079665,-0.047438308,HypsiboasCinerascens
-0.229125817,-0.000980155,HypsiboasCinerascens
0.134297766,0.242000383,HypsiboasCinerascens
-0.212738553,-0.032495093,HypsiboasCinerascens
-0.315183945,-0.180940841,HypsiboasCinerascens
-0.275534145,-0.133858872,HypsiboasCinerascens
-0.254771924,-0.218293513,HypsiboasCinerascens
-0.232651575,-0.083865618,HypsiboasCinerascens
-0.235567616,-0.225233511,HypsiboasCinerascens
-0.222133354,-0.077424868,HypsiboasCinerascens
-0.17005554,-0.053441327,HypsiboasCinerascens
-0.186985431,-0.1370195,HypsiboasCinerascens
-0.058896676,0.016873514,HypsiboasCinerascens
-0.334126579,-0.163140071,HypsiboasCinerascens
-0.222794036,-0.165208098,HypsiboasCinerascens
-0.401749026,-0.133412348,HypsiboasCinerascens
-0.256185205,-0.161399952,HypsiboasCinerascens
-0.058217934,-0.196309333,HypsiboasCinerascens
0.008102717,0.015880146,HypsiboasCinerascens
-0.316762939,-0.181417301,HypsiboasCinerascens
-0.374324001,-0.190551558,HypsiboasCinerascens
-0.223356854,-0.14092307,HypsiboasCinerascens
-0.270716694,-0.213310039,HypsiboasCinerascens
-0.224824758,-0.170534512,HypsiboasCinerascens
-0.212961872,-0.153116415,HypsiboasCinerascens
-0.284650814,-0.203359238,HypsiboasCinerascens
-0.238346308,-0.188980743,HypsiboasCinerascens
-0.244553367,-0.155685644,HypsiboasCinerascens
-0.29296707,-0.194684169,HypsiboasCinerascens
-0.258597539,-0.126544489,HypsiboasCinerascens
-0.315417335,-0.1102034,HypsiboasCinerascens
-0.208559228,-0.160890809,HypsiboasCinerascens
-0.238883297,-0.10655779,HypsiboasCinerascens
-0.295007059,-0.107374947,HypsiboasCinerascens
-0.24699252,-0.137416608,HypsiboasCinerascens
-0.278791973,-0.072049442,HypsiboasCinerascens
-0.309154882,-0.12135911,HypsiboasCinerascens
-0.233227193,-0.082934614,HypsiboasCinerascens
-0.255236856,-0.169450948,HypsiboasCinerascens
-0.180383936,-0.08351188,HypsiboasCinerascens
-0.281479984,-0.119229076,HypsiboasCinerascens
-0.186876652,-0.130303647,HypsiboasCinerascens
-0.284512611,-0.15967084,HypsiboasCinerascens
-0.304225771,-0.098175847,HypsiboasCinerascens
-0.218061298,-0.008528403,HypsiboasCinerascens
-0.273436815,-0.119856799,HypsiboasCinerascens
-0.252370426,-0.076289463,HypsiboasCinerascens
-0.315535018,-0.118965949,HypsiboasCinerascens
-0.262005835,-0.139471811,HypsiboasCinerascens
-0.357851525,-0.140745432,HypsiboasCinerascens
-0.371500024,-0.13641383,HypsiboasCinerascens
-0.191679891,-0.108557713,HypsiboasCinerascens
-0.378558727,-0.22897481,HypsiboasCinerascens
-0.246699964,-0.181040774,HypsiboasCinerascens
-0.300785156,-0.111829251,HypsiboasCinerascens
-0.314493169,-0.099238924,HypsiboasCinerascens
-0.445111787,-0.182018923,HypsiboasCinerascens
-0.293611782,-0.046245492,HypsiboasCinerascens
-0.196421517,-0.111810133,HypsiboasCinerascens
-0.259062576,-0.133926737,HypsiboasCinerascens
-0.31165259,-0.191455123,HypsiboasCinerascens
-0.252491642,-0.120235954,HypsiboasCinerascens
-0.41714636,-0.226938128,HypsiboasCinerascens
-0.284435917,-0.114397928,HypsiboasCinerascens
-0.438998575,-0.160442655,HypsiboasCinerascens
-0.401933197,-0.214237278,HypsiboasCinerascens
-0.18197113,-0.107094542,HypsiboasCinerascens
-0.241462103,-0.118450876,HypsiboasCinerascens
-0.319458681,-0.133407262,HypsiboasCinerascens
-0.306360462,-0.118419441,HypsiboasCinerascens
-0.154889195,-0.065249969,HypsiboasCinerascens
-0.187239504,-0.127694859,HypsiboasCinerascens
-0.290131998,-0.139675444,HypsiboasCinerascens
-0.231926973,-0.086790073,HypsiboasCinerascens
-0.259611338,-0.12348792,HypsiboasCinerascens
-0.278749667,-0.166066288,HypsiboasCinerascens
-0.267672811,-0.171559325,HypsiboasCinerascens
-0.277856157,-0.112431454,HypsiboasCinerascens
-0.196372023,-0.139709793,HypsiboasCinerascens
-0.266788904,-0.202074832,HypsiboasCinerascens
-0.213611938,-0.188757467,HypsiboasCinerascens
-0.299234508,-0.161094901,HypsiboasCinerascens
-0.308958891,-0.147187461,HypsiboasCinerascens
-0.286812183,-0.100749635,HypsiboasCinerascens
-0.274246927,-0.154470036,HypsiboasCinerascens
-0.356450565,-0.087819133,HypsiboasCinerascens
-0.367819785,-0.177085233,HypsiboasCinerascens
-0.072617984,-0.059879401,HypsiboasCinerascens
-0.368655549,-0.229373429,HypsiboasCinerascens
-0.337566192,-0.16352893,HypsiboasCinerascens
0.167149965,-0.008534793,HypsiboasCinerascens
-0.039537975,-0.095047582,HypsiboasCinerascens
-0.110403586,-0.147799426,HypsiboasCinerascens
-0.168986385,-0.124970435,HypsiboasCinerascens
-0.185613449,-0.01563451,HypsiboasCinerascens
-0.0328766,-0.076177775,HypsiboasCinerascens
-0.124748592,-0.078298871,HypsiboasCinerascens
-0.123209723,0.081266689,HypsiboasCinerascens
-0.11565081,-0.143145259,HypsiboasCinerascens
-0.083300799,-0.17987559,HypsiboasCinerascens
-0.128825822,-0.021654601,HypsiboasCinerascens
-0.120437549,-0.029338625,HypsiboasCinerascens
-0.122330844,-0.063231071,HypsiboasCinerascens
-0.056097559,-0.104384057,HypsiboasCinerascens
-0.057332579,-0.011960421,HypsiboasCinerascens
-0.033381517,-0.053935355,HypsiboasCinerascens
-0.064445874,-0.049457235,HypsiboasCinerascens
-0.120452619,-0.128110989,HypsiboasCinerascens
-0.273697632,-0.13013132,HypsiboasCinerascens
-0.182906096,-0.147447585,HypsiboasCinerascens
-0.039569731,-0.033980963,HypsiboasCinerascens
-0.095812145,-0.155135592,HypsiboasCinerascens
-0.096653597,-0.205585591,HypsiboasCinerascens
-0.060973787,-0.125657735,HypsiboasCinerascens
-0.265888077,-0.171464337,HypsiboasCinerascens
-0.141252143,-0.10159064,HypsiboasCinerascens
-0.098431283,-0.071872783,HypsiboasCinerascens
-0.055147767,-0.143904703,HypsiboasCinerascens
-0.179922653,-0.12771528,HypsiboasCinerascens
-0.017985658,-0.052058636,HypsiboasCinerascens
-0.12695344,-0.122207927,HypsiboasCinerascens
-0.179257153,-0.176427752,HypsiboasCinerascens
-0.026258129,-0.139822266,HypsiboasCinerascens
-0.208112955,-0.150316053,HypsiboasCinerascens
-0.077588751,-0.055177935,HypsiboasCinerascens
